WKN,Basiswert,Emittent,Typ,Bid,Ask,K.O.,Hebel,Laufzeit,Basis-preis,Abstand,Abstand in %,Risk/Reward
HS63Q2,Rheinmetall,TUB,Put,0.2,0.21,530.95,25.1,endlos,530.95,13.150000000000091,2.5395905755117987,0.5239043824701232
UM4G28,Rheinmetall,UBSL,Put,2.04,2.07,531.37,25.04,endlos,531.37,13.57000000000005,2.6207029741212926,0.5419329073482448
UM4L82,Rheinmetall,UBSL,Put,0.2,0.21,531.87,24.74,endlos,531.87,14.07000000000005,2.717265353418318,0.568714632174618
JK7W79,Rheinmetall,JPMBV,Put,2.08,2.1,531.89,24.62,endlos,531.89,14.090000000000032,2.7211278485901955,0.5722989439480111
UM4GSZ,Rheinmetall,UBSL,Put,2.09,2.12,531.87,24.45,endlos,531.87,14.07000000000005,2.717265353418318,0.5754601226993886
HD4X1L,Rheinmetall,UNCR,Put,2.12,2.14,531.96,24.16,endlos,531.96,14.160000000000082,2.7346465816917886,0.5860927152317915
GG7GSP,Rheinmetall,GS,Put,2.13,2.16,526.18,24.0,endlos,526.18,8.379999999999995,1.6183854770181532,0.34916666666666646
PC8QN5,Rheinmetall,BNP,Put,0.21,0.22,529.98,23.93,endlos,529.98,12.180000000000064,2.352259559675563,0.5089845382365259
PC8QN6,Rheinmetall,BNP,Put,0.21,0.22,530.98,23.93,endlos,530.98,13.180000000000064,2.5453843182696145,0.5507730881738431
UM4LAG,Rheinmetall,UBSL,Put,2.14,2.17,532.37,23.88,endlos,532.37,14.57000000000005,2.813827732715344,0.6101340033500858
VD4C86,Rheinmetall,VON,Put,2.15,2.17,531.85,23.82,endlos,531.85,14.050000000000068,2.713402858246441,0.5898404701931179
UM4K4N,Rheinmetall,UBSL,Put,0.21,0.22,532.87,23.61,endlos,532.87,15.07000000000005,2.91039011201237,0.6382888606522681
UM4DJQ,Rheinmetall,UBSL,Put,2.19,2.22,532.87,23.34,endlos,532.87,15.07000000000005,2.91039011201237,0.6456726649528728
SW88QH,Rheinmetall,scoge,Put,0.22,0.23,533.61,22.87,endlos,533.61,15.81000000000006,3.05330243337197,0.6912986445124643
PC8QN7,Rheinmetall,BNP,Put,0.22,0.23,531.98,22.87,endlos,531.98,14.180000000000064,2.7385090768636666,0.6200262352426787
PC8QN8,Rheinmetall,BNP,Put,0.22,0.23,532.98,22.87,endlos,532.98,15.180000000000064,2.9316338354577183,0.66375163970267
UM4BDK,Rheinmetall,UBSL,Put,2.24,2.27,533.37,22.82,endlos,533.37,15.57000000000005,3.006952491309396,0.6822962313759882
JK7W7B,Rheinmetall,JPMBV,Put,2.26,2.28,533.89,22.67,endlos,533.89,16.090000000000032,3.107377365778299,0.7097485663872973
DQ2XJU,Rheinmetall,DZ,Put,2.26,2.3,533.6,22.59,endlos,533.6,15.800000000000068,3.0513711857860315,0.6994245241257223
UM4KVQ,Rheinmetall,UBSL,Put,0.22,0.23,533.87,22.57,endlos,533.87,16.07000000000005,3.1035148706064217,0.7120070890562716
UM4DK2,Rheinmetall,UBSL,Put,2.29,2.32,533.87,22.33,endlos,533.87,16.07000000000005,3.1035148706064217,0.7196596506941357
JK6MKQ,Rheinmetall,JPMBV,Put,2.33,2.35,534.89,21.99,endlos,534.89,17.090000000000032,3.300502124372351,0.7771714415643489
PC8QN9,Rheinmetall,BNP,Put,0.23,0.24,533.98,21.9,endlos,533.98,16.180000000000064,3.12475859405177,0.7388127853881308
JK6MKY,Rheinmetall,JPMBV,Put,0.23,0.24,534.89,21.9,endlos,534.89,17.090000000000032,3.300502124372351,0.7803652968036545
UM4H4Z,Rheinmetall,UBSL,Put,2.34,2.37,534.37,21.85,endlos,534.37,16.57000000000005,3.2000772499034476,0.7583524027459977
UM4L7Q,Rheinmetall,UBSL,Put,0.23,0.24,534.87,21.62,endlos,534.87,17.07000000000005,3.2966396292004734,0.7895467160037025
UM38N8,Rheinmetall,UBSL,Put,2.39,2.42,534.87,21.4,endlos,534.87,17.07000000000005,3.2966396292004734,0.7976635514018715
HD4VN6,Rheinmetall,UNCR,Put,2.4,2.42,534.93,21.35,endlos,534.93,17.129999999999995,3.3082271147161055,0.802341920374707
VD4C88,Rheinmetall,VON,Put,2.44,2.46,534.85,21.0,endlos,534.85,17.050000000000068,3.2927771340285963,0.8119047619047651
SW9AWF,Rheinmetall,scoge,Put,0.24,0.25,535.62,21.0,endlos,535.62,17.82000000000005,3.4414831981460123,0.848571428571431
UM35DL,Rheinmetall,UBSL,Put,2.74,2.77,538.37,18.68,endlos,538.37,20.57000000000005,3.9725762842796546,1.1011777301927221
GG6ZCJ,Rheinmetall,GS,Put,2.76,2.79,532.08,18.54,endlos,532.08,14.280000000000086,2.757821552723076,0.7702265372168332
JK7W7D,Rheinmetall,JPMBV,Put,2.78,2.8,539.89,18.44,endlos,539.89,22.090000000000032,4.26612591734261,1.1979392624728866
UM38N6,Rheinmetall,UBSL,Put,2.79,2.82,538.87,18.35,endlos,538.87,21.07000000000005,4.06913866357668,1.14822888283379
DQ2UPG,Rheinmetall,DZ,Put,2.81,2.85,538.52,18.18,endlos,538.52,20.720000000000027,4.001544998068758,1.1397139713971411
HS62ZG,Rheinmetall,TUB,Put,0.28,0.29,540.26,18.06,endlos,540.26,22.460000000000036,4.337582078022409,1.2436323366555946
UM49SH,Rheinmetall,UBSL,Put,0.28,0.29,539.87,18.06,endlos,539.87,22.07000000000005,4.262263422170733,1.2220376522702132
PC8MY9,Rheinmetall,BNP,Put,0.28,0.29,538.98,18.06,endlos,538.98,21.180000000000064,4.090382387022029,1.17275747508306
JK6MKZ,Rheinmetall,JPMBV,Put,0.28,0.29,539.89,18.06,endlos,539.89,22.090000000000032,4.26612591734261,1.2231450719822832
UM4DK1,Rheinmetall,UBSL,Put,2.84,2.87,539.37,18.02,endlos,539.37,21.57000000000005,4.165701042873706,1.197003329633743
MG2N3Z,Rheinmetall,MSI,Put,2.89,2.91,539.98,17.74,endlos,539.98,22.180000000000064,4.28350714561608,1.2502818489289778
UM4EL4,Rheinmetall,UBSL,Put,2.89,2.92,539.87,17.71,endlos,539.87,22.07000000000005,4.262263422170733,1.2461885940146837
HD38QK,Rheinmetall,UNCR,Put,2.9,2.92,539.91,17.68,endlos,539.91,22.110000000000014,4.269988412514487,1.2505656108597294
PC8MZA,Rheinmetall,BNP,Put,0.29,0.3,539.98,17.44,endlos,539.98,22.180000000000064,4.28350714561608,1.2717889908256916
SW9AWG,Rheinmetall,scoge,Put,0.29,0.3,540.61,17.44,endlos,540.61,22.81000000000006,4.405175743530332,1.3079128440367005
UM4HZK,Rheinmetall,UBSL,Put,0.29,0.3,540.85,17.42,endlos,540.85,23.050000000000068,4.451525685592907,1.3231917336394987
UM4EKS,Rheinmetall,UBSL,Put,2.94,2.97,540.37,17.41,endlos,540.37,22.57000000000005,4.358825801467758,1.2963813900057466
JK6MKM,Rheinmetall,JPMBV,Put,2.95,2.97,541.89,17.39,endlos,541.89,24.090000000000032,4.652375434530713,1.3852788959171956
DQ21BU,Rheinmetall,DZ,Put,3.01,3.05,541.17,17.0,endlos,541.17,23.370000000000005,4.51332560834299,1.3747058823529414
VD4C9B,Rheinmetall,VON,Put,3.02,3.04,540.86,16.98,endlos,540.86,23.06000000000006,4.453456933178845,1.3580683156654922
UM4KB2,Rheinmetall,UBSL,Put,0.3,0.31,541.85,16.85,endlos,541.85,24.050000000000068,4.644650444186958,1.4272997032640988
UM4CEM,Rheinmetall,UBSL,Put,3.04,3.07,541.37,16.84,endlos,541.37,23.57000000000005,4.55195056006181,1.3996437054631858
HD4VN8,Rheinmetall,UNCR,Put,3.07,3.09,541.93,16.71,endlos,541.93,24.129999999999995,4.660100424874469,1.4440454817474562
UM34X9,Rheinmetall,UBSL,Put,3.09,3.12,540.85,16.57,endlos,540.85,23.050000000000068,4.451525685592907,1.3910681955341018
PC8MZB,Rheinmetall,BNP,Put,0.31,0.32,540.98,16.34,endlos,540.98,23.180000000000064,4.476631904210132,1.4186046511627945
UM4LDT,Rheinmetall,UBSL,Put,0.31,0.32,542.85,16.32,endlos,542.85,25.050000000000068,4.83777520278101,1.5349264705882395
JK6MKK,Rheinmetall,JPMBV,Put,3.15,3.17,543.89,16.28,endlos,543.89,26.090000000000032,5.038624951718817,1.6025798525798545
HD3J77,Rheinmetall,UNCR,Put,3.17,3.19,530.0,16.18,endlos,543.82,26.020000000000095,5.025106218617246,1.6081582200247277
UM38BB,Rheinmetall,UBSL,Put,3.19,3.22,541.85,16.06,endlos,541.85,24.050000000000068,4.644650444186958,1.4975093399750978
SW516H,Rheinmetall,scoge,Put,0.32,0.33,543.6,15.83,endlos,543.6,25.800000000000068,4.982618771726549,1.629816803537591
PC8MZF,Rheinmetall,BNP,Put,0.34,0.35,544.98,14.92,endlos,544.98,27.180000000000064,5.249130938586339,1.8217158176943742
GG7BNY,Rheinmetall,GS,Put,3.44,3.47,540.54,14.91,endlos,540.54,22.74000000000001,4.391657010428739,1.5251509054325962
UM4EQJ,Rheinmetall,UBSL,Put,0.34,0.35,545.85,14.9,endlos,545.85,28.050000000000068,5.417149478563166,1.8825503355704742
UM4AWU,Rheinmetall,UBSL,Put,3.44,3.47,544.35,14.89,endlos,544.35,26.550000000000068,5.127462340672087,1.7830758898589703
DQ2QY0,Rheinmetall,DZ,Put,3.44,3.48,544.98,14.87,endlos,544.98,27.180000000000064,5.249130938586339,1.8278412911903203
UM4A63,Rheinmetall,UBSL,Put,3.49,3.52,544.85,14.68,endlos,544.85,27.050000000000068,5.224024719969114,1.8426430517711219
JK6MKN,Rheinmetall,JPMBV,Put,3.53,3.55,547.88,14.54,endlos,547.88,30.08000000000004,5.809192738509085,2.0687757909215985
UM4GWP,Rheinmetall,UBSL,Put,0.35,0.36,546.85,14.5,endlos,546.85,29.050000000000068,5.610274237157217,2.0034482758620737
PC8MZG,Rheinmetall,BNP,Put,0.35,0.36,545.98,14.5,endlos,545.98,28.180000000000064,5.442255697180391,1.9434482758620732
PC8MZH,Rheinmetall,BNP,Put,0.35,0.36,546.98,14.5,endlos,546.98,29.180000000000064,5.635380455774443,2.0124137931034527
UM4B8U,Rheinmetall,UBSL,Put,3.54,3.57,545.35,14.48,endlos,545.35,27.550000000000068,5.320587099266139,1.90262430939227
VD4AH3,Rheinmetall,VON,Put,3.56,3.58,546.86,14.41,endlos,546.86,29.06000000000006,5.612205484743156,2.0166551006245705
UM4AX6,Rheinmetall,UBSL,Put,3.59,3.62,545.85,14.27,endlos,545.85,28.050000000000068,5.417149478563166,1.9656622284513012
HS628F,Rheinmetall,TUB,Put,3.6,3.64,549.86,14.22,endlos,549.86,32.06000000000006,6.191579760525311,2.2545710267229295
SW5Z3P,Rheinmetall,scoge,Put,0.36,0.37,548.6,14.1,endlos,548.6,30.800000000000068,5.948242564696807,2.1843971631205723
UM4KAY,Rheinmetall,UBSL,Put,0.36,0.37,547.85,14.1,endlos,547.85,30.050000000000068,5.803398995751269,2.13120567375887
PC8MZJ,Rheinmetall,BNP,Put,0.36,0.37,547.98,14.1,endlos,547.98,30.180000000000064,5.828505214368495,2.1404255319148984
UM4BZX,Rheinmetall,UBSL,Put,3.64,3.67,546.35,14.08,endlos,546.35,28.550000000000068,5.513711857860192,2.0276988636363686
HD4UJJ,Rheinmetall,UNCR,Put,3.65,3.67,547.92,14.06,endlos,547.92,30.120000000000005,5.81691772885284,2.1422475106685637
GG6W9C,Rheinmetall,GS,Put,3.65,3.68,534.27,14.04,endlos,550.83,33.030000000000086,6.378910776361548,2.352564102564109
GG6X5W,Rheinmetall,GS,Put,3.67,3.7,543.76,13.96,endlos,543.76,25.960000000000036,5.013518733101591,1.8595988538681973
UM4A5R,Rheinmetall,UBSL,Put,3.69,3.72,546.85,13.89,endlos,546.85,29.050000000000068,5.610274237157217,2.091432685385174
JK7D5N,Rheinmetall,JPMBV,Put,3.72,3.74,549.87,13.8,endlos,549.87,32.07000000000005,6.19351100811125,2.323913043478264
UM4HQN,Rheinmetall,UBSL,Put,0.37,0.38,548.83,13.72,endlos,548.83,31.030000000000086,5.992661259173443,2.261661807580181
PC8MZK,Rheinmetall,BNP,Put,0.37,0.38,548.98,13.72,endlos,548.98,31.180000000000064,6.021629972962547,2.2725947521865932
JK7B4W,Rheinmetall,JPMBV,Put,0.37,0.38,549.87,13.72,endlos,549.87,32.07000000000005,6.19351100811125,2.3374635568513153
UM4B96,Rheinmetall,UBSL,Put,3.74,3.77,547.35,13.7,endlos,547.35,29.550000000000068,5.706836616454243,2.1569343065693483
UM4G07,Rheinmetall,UBSL,Put,3.74,3.77,548.37,13.7,endlos,548.37,30.57000000000005,5.903823870220172,2.2313868613138723
UM4D5U,Rheinmetall,UBSL,Put,3.79,3.82,548.83,13.52,endlos,548.83,31.030000000000086,5.992661259173443,2.2951183431952726
UM39ED,Rheinmetall,UBSL,Put,3.79,3.82,547.85,13.52,endlos,547.85,30.050000000000068,5.803398995751269,2.2226331360946796
UM4GNK,Rheinmetall,UBSL,Put,0.4,0.41,551.83,12.71,endlos,551.83,34.030000000000086,6.572035534955599,2.677419354838716
PC8MZM,Rheinmetall,BNP,Put,0.4,0.41,550.98,12.71,endlos,550.98,33.180000000000064,6.40787949015065,2.6105428796223493
UM4DX9,Rheinmetall,UBSL,Put,4.04,4.07,551.33,12.69,endlos,551.33,33.530000000000086,6.475473155658573,2.6422379826635214
HD4UJL,Rheinmetall,UNCR,Put,4.05,4.07,551.92,12.67,endlos,551.92,34.120000000000005,6.589416763229047,2.692975532754539
HD38QV,Rheinmetall,UNCR,Put,4.07,4.09,551.91,12.61,endlos,551.91,34.110000000000014,6.587485515643109,2.704996034892943
UM4C2R,Rheinmetall,UBSL,Put,4.09,4.12,551.83,12.54,endlos,551.83,34.030000000000086,6.572035534955599,2.7137161084529575
PC8FQT,Rheinmetall,BNP,Put,4.11,4.14,552.98,12.48,endlos,552.98,35.180000000000064,6.7941290073387535,2.8189102564102613
JK7WZK,Rheinmetall,JPMBV,Put,4.12,4.14,553.87,12.46,endlos,553.87,36.07000000000005,6.966010042487457,2.894863563402893
GG6UX3,Rheinmetall,GS,Put,4.13,4.16,550.18,12.42,endlos,550.18,32.379999999999995,6.253379683275395,2.6070853462157806
UM38HG,Rheinmetall,UBSL,Put,0.41,0.42,552.83,12.4,endlos,552.83,35.030000000000086,6.76516029354965,2.825000000000007
PC8MZQ,Rheinmetall,BNP,Put,0.41,0.42,551.98,12.4,endlos,551.98,34.180000000000064,6.601004248744702,2.756451612903231
PC8QZB,Rheinmetall,BNP,Put,0.41,0.42,527.23,12.4,endlos,554.98,37.180000000000064,7.180378524526858,2.9983870967741986
UM37VH,Rheinmetall,UBSL,Put,4.14,4.17,552.33,12.39,endlos,552.33,34.530000000000086,6.668597914252625,2.786924939467319
VD35NV,Rheinmetall,VON,Put,4.16,4.18,552.87,12.34,endlos,552.87,35.07000000000005,6.772885283893405,2.841977309562403
HD3J78,Rheinmetall,UNCR,Put,4.16,4.18,540.0,12.34,endlos,553.82,36.020000000000095,6.9563538045577635,2.91896272285252
VD4GVU,Rheinmetall,VON,Put,4.19,4.21,528.3,12.25,endlos,556.15,38.35000000000002,7.406334492081889,3.130612244897961
UM4D4B,Rheinmetall,UBSL,Put,4.19,4.22,552.83,12.24,endlos,552.83,35.030000000000086,6.76516029354965,2.8619281045751706
DQ2QY1,Rheinmetall,DZ,Put,4.21,4.25,553.07,12.17,endlos,553.07,35.270000000000095,6.811510235612224,2.898110106820057
SW5ZYY,Rheinmetall,scoge,Put,0.42,0.43,553.6,12.11,endlos,553.6,35.80000000000007,6.913866357667067,2.9562345169281645
HS6278,Rheinmetall,TUB,Put,0.42,0.43,556.46,12.11,endlos,556.46,38.66000000000008,7.466203167246058,3.1924029727498007
UM38QL,Rheinmetall,UBSL,Put,0.42,0.43,553.85,12.11,endlos,553.85,36.05000000000007,6.962147547315579,2.9768786127167686
PC8JH8,Rheinmetall,BNP,Put,0.42,0.43,552.98,12.11,endlos,552.98,35.180000000000064,6.7941290073387535,2.9050371593724247
PC8JH9,Rheinmetall,BNP,Put,0.42,0.43,553.98,12.11,endlos,553.98,36.180000000000064,6.987253765932805,2.9876135425268426
JK7B56,Rheinmetall,JPMBV,Put,0.42,0.43,554.87,12.11,endlos,554.87,37.07000000000005,7.159134801081509,3.0611065235342734
UM374E,Rheinmetall,UBSL,Put,4.24,4.27,553.33,12.09,endlos,553.33,35.530000000000086,6.8617226728466765,2.938792390405301
DQ2UF7,Rheinmetall,DZ,Put,4.26,4.3,530.65,12.02,endlos,557.17,39.370000000000005,7.603321745847818,3.275374376039934
JK7WZF,Rheinmetall,JPMBV,Put,4.32,4.34,555.87,11.88,endlos,555.87,38.07000000000005,7.352259559675561,3.2045454545454586
UM36KF,Rheinmetall,UBSL,Put,0.43,0.44,554.85,11.83,endlos,554.85,37.05000000000007,7.155272305909631,3.1318681318681376
PC8JJA,Rheinmetall,BNP,Put,0.43,0.44,554.98,11.83,endlos,554.98,37.180000000000064,7.180378524526858,3.142857142857148
HD4UJM,Rheinmetall,UNCR,Put,4.34,4.36,554.92,11.83,endlos,554.92,37.120000000000005,7.168791039011204,3.1377852916314457
HS5XHN,Rheinmetall,TUB,Put,0.46,0.47,559.81,11.07,endlos,559.81,42.00999999999999,8.113171108536113,3.79494128274616
UM376K,Rheinmetall,UBSL,Put,0.46,0.47,557.73,11.07,endlos,557.73,39.930000000000064,7.7114716106605,3.60704607046071
SW5DFP,Rheinmetall,scoge,Put,0.46,0.47,528.97,11.06,endlos,560.88,43.08000000000004,8.319814600231759,3.8951175406871643
UM34WW,Rheinmetall,UBSL,Put,4.64,4.67,556.35,11.05,endlos,556.35,38.55000000000007,7.44495944380071,3.4886877828054357
PC74U3,Rheinmetall,BNP,Put,4.68,4.71,558.96,10.96,endlos,558.96,41.16000000000008,7.949015063731187,3.755474452554752
UM4JK7,Rheinmetall,UBSL,Put,4.68,4.71,557.73,10.96,endlos,557.73,39.930000000000064,7.7114716106605,3.6432481751824874
UM4LWT,Rheinmetall,UBSL,Put,4.69,4.72,556.85,10.94,endlos,556.85,39.05000000000007,7.541521823097735,3.5694698354661853
JK52WD,Rheinmetall,JPMBV,Put,4.7,4.72,559.73,10.93,endlos,559.73,41.930000000000064,8.097721127848603,3.836230558096987
UM4GAM,Rheinmetall,UBSL,Put,4.73,4.76,558.23,10.85,endlos,558.23,40.430000000000064,7.808033989957526,3.7262672811059967
DQ2JVD,Rheinmetall,DZ,Put,4.72,4.76,558.46,10.84,endlos,558.46,40.66000000000008,7.8524526844341604,3.7509225092251
VD3RKU,Rheinmetall,VON,Put,4.74,4.76,558.91,10.83,endlos,558.91,41.110000000000014,7.939358825801471,3.795937211449678
UM4B0B,Rheinmetall,UBSL,Put,0.47,0.48,558.73,10.83,endlos,558.73,40.930000000000064,7.904596369254552,3.7793167128347243
JK6TRA,Rheinmetall,JPMBV,Put,0.47,0.48,559.73,10.83,endlos,559.73,41.930000000000064,8.097721127848603,3.87165281625116
PC8JJE,Rheinmetall,BNP,Put,0.47,0.48,558.98,10.83,endlos,558.98,41.180000000000064,7.952877558903064,3.802400738688833
SW5TAH,Rheinmetall,scoge,Put,0.47,0.48,558.6,10.83,endlos,558.6,40.80000000000007,7.879490150637325,3.767313019390588
UM4L62,Rheinmetall,UBSL,Put,4.74,4.77,557.35,10.82,endlos,557.35,39.55000000000007,7.6380842023947615,3.6552680221811524
HS5XHP,Rheinmetall,TUB,Put,4.76,4.8,561.81,10.77,endlos,561.81,44.00999999999999,8.499420625724218,4.086350974930362
PC74U4,Rheinmetall,BNP,Put,4.78,4.81,559.96,10.73,endlos,559.96,42.16000000000008,8.142139822325237,3.9291705498602125
UM4KMY,Rheinmetall,UBSL,Put,4.78,4.81,558.73,10.73,endlos,558.73,40.930000000000064,7.904596369254552,3.814538676607648
DQ2UF8,Rheinmetall,DZ,Put,4.81,4.85,535.91,10.65,endlos,562.69,44.8900000000001,8.669370413287004,4.215023474178413
SW838H,Rheinmetall,scoge,Put,4.81,4.84,559.93,10.65,endlos,559.93,42.129999999999995,8.1363460795674,3.9558685446009383
MG2A4B,Rheinmetall,MSI,Put,4.82,4.84,559.97,10.64,endlos,559.97,42.17000000000007,8.144071069911178,3.963345864661661
GG66AC,Rheinmetall,GS,Put,4.83,4.85,559.98,10.63,endlos,559.98,42.180000000000064,8.146002317497116,3.9680150517403634
UM4C5A,Rheinmetall,UBSL,Put,4.83,4.86,559.23,10.62,endlos,559.23,41.430000000000064,8.001158748551578,3.901129943502831
UM37XN,Rheinmetall,UBSL,Put,0.48,0.49,559.73,10.61,endlos,559.73,41.930000000000064,8.097721127848603,3.9519321394910523
PC8JJF,Rheinmetall,BNP,Put,0.48,0.49,559.98,10.61,endlos,559.98,42.180000000000064,8.146002317497116,3.975494816211128
PC8MF7,Rheinmetall,BNP,Put,0.48,0.49,534.36,10.61,endlos,562.48,44.680000000000064,8.628814213982245,4.211121583411882
GG6TWZ,Rheinmetall,GS,Put,4.86,4.89,545.92,10.56,endlos,562.86,45.06000000000006,8.702201622247985,4.26704545454546
UM35TD,Rheinmetall,UBSL,Put,4.88,4.91,559.73,10.51,endlos,559.73,41.930000000000064,8.097721127848603,3.9895337773549064
JK52WC,Rheinmetall,JPMBV,Put,4.89,4.91,561.73,10.5,endlos,561.73,43.930000000000064,8.483970645036706,4.18380952380953
PC74U7,Rheinmetall,BNP,Put,5.08,5.11,562.96,10.1,endlos,562.96,45.16000000000008,8.721514098107393,4.47128712871288
UM365D,Rheinmetall,UBSL,Put,5.13,5.16,562.23,10.0,endlos,562.23,44.430000000000064,8.580533024333732,4.443000000000007
UM389N,Rheinmetall,UBSL,Put,0.51,0.52,562.73,9.99,endlos,562.73,44.930000000000064,8.677095403630759,4.497497497497504
PC8JJJ,Rheinmetall,BNP,Put,0.51,0.52,562.98,9.99,endlos,562.98,45.180000000000064,8.725376593279272,4.522522522522529
HD3J67,Rheinmetall,UNCR,Put,5.14,5.16,550.0,9.99,endlos,563.81,46.00999999999999,8.885670142912321,4.6056056056056045
SW5TAC,Rheinmetall,scoge,Put,0.51,0.52,562.6,9.99,endlos,562.6,44.80000000000007,8.651989185013532,4.484484484484491
JK52WH,Rheinmetall,JPMBV,Put,5.18,5.2,564.73,9.92,endlos,564.73,46.930000000000064,9.063344920818862,4.730846774193555
PC74U8,Rheinmetall,BNP,Put,5.18,5.21,563.96,9.91,endlos,563.96,46.16000000000008,8.914638856701446,4.65792129162463
UM34QA,Rheinmetall,UBSL,Put,5.18,5.21,562.73,9.91,endlos,562.73,44.930000000000064,8.677095403630759,4.533804238143296
GG66A8,Rheinmetall,GS,Put,5.2,5.22,564.98,9.88,endlos,564.98,47.180000000000064,9.111626110467375,4.775303643724702
UM4KNB,Rheinmetall,UBSL,Put,5.23,5.26,563.23,9.81,endlos,563.23,45.430000000000064,8.773657782927785,4.630988786952096
UM4C3E,Rheinmetall,UBSL,Put,0.52,0.53,563.73,9.8,endlos,563.73,45.930000000000064,8.870220162224811,4.686734693877558
JK6TRB,Rheinmetall,JPMBV,Put,0.52,0.53,564.73,9.8,endlos,564.73,46.930000000000064,9.063344920818862,4.788775510204088
PC8JJK,Rheinmetall,BNP,Put,0.52,0.53,563.98,9.8,endlos,563.98,46.180000000000064,8.918501351873322,4.71224489795919
PC8MF8,Rheinmetall,BNP,Put,0.52,0.53,536.73,9.8,endlos,564.98,47.180000000000064,9.111626110467375,4.81428571428572
SW9AWL,Rheinmetall,scoge,Put,0.52,0.53,564.61,9.8,endlos,564.61,46.81000000000006,9.040169949787575,4.776530612244904
DQ2JVE,Rheinmetall,DZ,Put,5.23,5.27,563.78,9.79,endlos,563.78,45.98000000000002,8.879876400154505,4.696629213483148
JK52WK,Rheinmetall,JPMBV,Put,5.27,5.29,565.73,9.75,endlos,565.73,47.930000000000064,9.256469679412914,4.915897435897443
GG64SE,Rheinmetall,GS,Put,5.28,5.3,566.08,9.73,endlos,566.08,48.280000000000086,9.324063344920837,4.96197327852005
UM4ETK,Rheinmetall,UBSL,Put,5.28,5.31,563.73,9.72,endlos,563.73,45.930000000000064,8.870220162224811,4.725308641975315
PC74U9,Rheinmetall,BNP,Put,5.29,5.32,564.96,9.7,endlos,564.96,47.16000000000008,9.107763615295497,4.861855670103101
HD4L77,Rheinmetall,UNCR,Put,5.31,5.33,564.85,9.67,endlos,564.85,47.05000000000007,9.086519891850148,4.8655635987590555
VD3RKR,Rheinmetall,VON,Put,5.32,5.34,564.91,9.65,endlos,564.91,47.110000000000014,9.098107377365782,4.881865284974094
UM4GZQ,Rheinmetall,UBSL,Put,5.33,5.36,564.23,9.63,endlos,564.23,46.430000000000064,8.966782541521837,4.821391484942893
UM4DXK,Rheinmetall,UBSL,Put,0.53,0.54,564.73,9.62,endlos,564.73,46.930000000000064,9.063344920818862,4.878378378378385
PC8MF9,Rheinmetall,BNP,Put,0.53,0.54,539.11,9.62,endlos,567.48,49.680000000000064,9.594438006952505,5.164241164241171
DQ2UF9,Rheinmetall,DZ,Put,5.36,5.4,541.16,9.57,endlos,568.2,50.40000000000009,9.733487833140227,5.266457680250793
PC74VA,Rheinmetall,BNP,Put,5.37,5.4,565.96,9.56,endlos,565.96,48.16000000000008,9.30088837388955,5.037656903765699
UM4CNE,Rheinmetall,UBSL,Put,5.38,5.41,564.73,9.54,endlos,564.73,46.930000000000064,9.063344920818862,4.919287211740049
UM4FWN,Rheinmetall,UBSL,Put,5.43,5.46,565.23,9.45,endlos,565.23,47.430000000000064,9.159907300115888,5.019047619047626
UM363H,Rheinmetall,UBSL,Put,0.56,0.57,567.73,9.11,endlos,567.73,49.930000000000064,9.642719196601018,5.480790340285408
HS5XFK,Rheinmetall,TUB,Put,5.64,5.68,570.61,9.09,endlos,570.61,52.81000000000006,10.198918501351887,5.809680968096816
DQ2G1F,Rheinmetall,DZ,Put,5.64,5.68,568.19,9.09,endlos,568.19,50.3900000000001,9.731556585554287,5.543454345434554
JK52WL,Rheinmetall,JPMBV,Put,5.67,5.69,569.72,9.06,endlos,569.72,51.92000000000007,10.027037466203183,5.730684326710825
PC74VD,Rheinmetall,BNP,Put,5.67,5.7,568.96,9.05,endlos,568.96,51.16000000000008,9.880262649671705,5.653038674033158
UM38TM,Rheinmetall,UBSL,Put,5.68,5.71,567.73,9.04,endlos,567.73,49.930000000000064,9.642719196601018,5.523230088495583
UM36NG,Rheinmetall,UBSL,Put,5.73,5.76,568.22,8.96,endlos,568.22,50.42000000000007,9.737350328312104,5.62723214285715
GG69QU,Rheinmetall,GS,Put,5.73,5.76,554.36,8.96,endlos,571.57,53.770000000000095,10.384318269602183,6.001116071428582
UM4HBT,Rheinmetall,UBSL,Put,0.57,0.58,568.72,8.95,endlos,568.72,50.92000000000007,9.83391270760913,5.689385474860344
JK6TRC,Rheinmetall,JPMBV,Put,0.57,0.58,569.72,8.95,endlos,569.72,51.92000000000007,10.027037466203183,5.801117318435763
PC8JJP,Rheinmetall,BNP,Put,0.57,0.58,567.98,8.95,endlos,567.98,50.180000000000064,9.69100038624953,5.606703910614533
PC8MGA,Rheinmetall,BNP,Put,0.57,0.58,541.48,8.95,endlos,569.98,52.180000000000064,10.077249903437634,5.830167597765371
DQ2QN9,Rheinmetall,DZ,Put,5.76,5.8,545.0,8.9,endlos,572.23,54.430000000000064,10.51178061027425,6.115730337078658
SW838J,Rheinmetall,scoge,Put,5.76,5.79,569.93,8.9,endlos,569.93,52.129999999999995,10.067593665507918,5.857303370786516
PC74VE,Rheinmetall,BNP,Put,5.77,5.8,569.96,8.9,endlos,569.96,52.16000000000008,10.073387408265756,5.86067415730338
MG22CT,Rheinmetall,MSI,Put,5.78,5.8,569.96,8.89,endlos,569.96,52.16000000000008,10.073387408265756,5.867266591676049
